id_transacao,id_tipo_transacao,id_pais_origem,id_pais_destino,id_produto,valor_monetario_transacao,quantidade_transacionada,id_transporte,id_cambio,descricao_tipo_transacao,descricao_transporte,data,id_moeda_origem,id_moeda_destino,taxa_cambio_transacao,descricao_moeda_origem,pais_moeda_origem,descricao_moeda_destino,pais_moeda_destino,nome_pais_origem,codigo_iso_pais_origem,bloco_id_origem,nome_pais_destino,codigo_iso_pais_destino,bloco_id_destino,valor_convertido_transacao
5414,3,39,22,19,18398.8,657,2,2708,Transferência entre filiais,Aéreo,2024-03-27,5,1,5.820223,Euro,Zona do Euro,Real Brasileiro,Brasil,Malásia,MYS,4.0,Peru,PER,7.0,107085.1189324
5415,4,4,33,22,19309.97,1821,3,2709,Compra internacional,Rodoviário,2024-03-27,9,1,0.776724,Yuan Chinês,China,Real Brasileiro,Brasil,Uruguai,URY,1.0,Dinamarca,DNK,2.0,14998.51713828
5416,5,9,4,25,20220.14,985,4,2710,Venda internacional,Ferroviário,2024-03-27,10,6,0.007518,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Portugal,PRT,2.0,Uruguai,URY,1.0,152.01501252
5417,6,14,15,28,21131.31,149,5,2711,Devolução internacional,Multimodal,2024-03-27,15,1,0.005816,Peso Chileno,Chile,Real Brasileiro,Brasil,México,MEX,3.0,China,CHN,5.0,122.89969896000001
5418,1,19,26,31,22042.48,1313,6,2712,Importação,Courier Internacional,2024-03-27,18,1,1.325729,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Rússia,RUS,6.0,Arábia Saudita,SAU,8.0,29222.354967919997
5419,2,24,37,34,22953.65,477,1,2707,Exportação,Marítimo,2024-03-27,6,1,5.388134,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Vietnã,VNM,4.0,123677.34198910001
5420,3,29,8,37,23864.82,1641,2,2708,Transferência entre filiais,Aéreo,2024-03-27,5,1,5.820223,Euro,Zona do Euro,Real Brasileiro,Brasil,Nova Zelândia,NZL,5.0,Espanha,ESP,2.0,138898.57425486
5421,4,34,19,40,24775.99,805,3,2709,Compra internacional,Rodoviário,2024-03-27,9,1,0.776724,Yuan Chinês,China,Real Brasileiro,Brasil,Turquia,TUR,,Rússia,RUS,6.0,19244.10605676
5422,5,39,30,3,25686.16,1969,4,2710,Venda internacional,Ferroviário,2024-03-27,10,6,0.007518,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Malásia,MYS,4.0,Suíça,CHE,10.0,193.10855088
5423,6,4,1,6,26597.33,1133,5,2711,Devolução internacional,Multimodal,2024-03-27,15,1,0.005816,Peso Chileno,Chile,Real Brasileiro,Brasil,Uruguai,URY,1.0,Brasil,BRA,1.0,154.69007128
5424,1,9,12,9,27508.5,297,6,2712,Importação,Courier Internacional,2024-03-27,18,1,1.325729,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Portugal,PRT,2.0,Estados Unidos,USA,3.0,36468.816196499996
5425,3,37,18,21,17524.76,1514,1,2713,Transferência entre filiais,Marítimo,2024-03-28,6,1,5.390888,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Índia,IND,6.0,94474.01838688
5426,4,2,29,24,18435.93,685,2,2714,Compra internacional,Aéreo,2024-03-28,5,1,5.815297,Euro,Zona do Euro,Real Brasileiro,Brasil,Argentina,ARG,1.0,Nova Zelândia,NZL,5.0,107210.40842121
5427,5,7,40,27,19346.1,1856,3,2715,Venda internacional,Rodoviário,2024-03-28,9,1,0.775301,Yuan Chinês,China,Real Brasileiro,Brasil,Itália,ITA,2.0,Nigéria,NGA,9.0,14999.0506761
5428,6,12,11,30,20257.27,1027,4,2716,Devolução internacional,Ferroviário,2024-03-28,10,6,0.007497,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Estados Unidos,USA,3.0,Bélgica,BEL,2.0,151.86875319
5429,1,17,22,33,21168.44,198,5,2717,Importação,Multimodal,2024-03-28,15,1,0.005804,Peso Chileno,Chile,Real Brasileiro,Brasil,Coreia do Sul,KOR,5.0,Peru,PER,7.0,122.86162576
5430,2,22,33,36,22079.61,1369,6,2718,Exportação,Courier Internacional,2024-03-28,18,1,1.326906,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Peru,PER,7.0,Dinamarca,DNK,2.0,29297.56698666
5431,3,27,4,39,22990.78,540,1,2713,Transferência entre filiais,Marítimo,2024-03-28,6,1,5.390888,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Egito,EGY,8.0,Uruguai,URY,1.0,123940.72001264
5432,4,32,15,2,23901.95,1711,2,2714,Compra internacional,Aéreo,2024-03-28,5,1,5.815297,Euro,Zona do Euro,Real Brasileiro,Brasil,Suécia,SWE,2.0,China,CHN,5.0,138996.93812915002
5433,5,37,26,5,24812.12,882,3,2715,Venda internacional,Rodoviário,2024-03-28,9,1,0.775301,Yuan Chinês,China,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Arábia Saudita,SAU,8.0,19236.86144812
5434,6,2,37,8,25723.29,53,4,2716,Devolução internacional,Ferroviário,2024-03-28,10,6,0.007497,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Argentina,ARG,1.0,Vietnã,VNM,4.0,192.84750513
5435,1,7,8,11,26634.46,1224,5,2717,Importação,Multimodal,2024-03-28,15,1,0.005804,Peso Chileno,Chile,Real Brasileiro,Brasil,Itália,ITA,2.0,Espanha,ESP,2.0,154.58640584
5436,2,12,19,14,27545.63,395,6,2718,Exportação,Courier Internacional,2024-03-28,18,1,1.326906,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Rússia,RUS,6.0,36550.46172078
5437,4,40,25,26,17561.89,1535,1,2719,Compra internacional,Marítimo,2024-03-29,6,1,5.393039,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Emirados Árabes Unidos,ARE,8.0,94711.95768370999
5438,5,5,36,29,18472.06,713,2,2720,Venda internacional,Aéreo,2024-03-29,5,1,5.809774,Euro,Zona do Euro,Real Brasileiro,Brasil,Alemanha,DEU,2.0,Tailândia,THA,4.0,107318.49391444001
5439,6,10,7,32,19383.23,1891,3,2721,Devolução internacional,Rodoviário,2024-03-29,9,1,0.773848,Yuan Chinês,China,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,Itália,ITA,2.0,14999.673769039999
5440,1,15,18,35,20294.4,1069,4,2722,Importação,Ferroviário,2024-03-29,10,6,0.007475,Iene Japonês,Japão,Dólar Americano,Estados Unidos,China,CHN,5.0,Índia,IND,6.0,151.70064000000002
5441,2,20,29,38,21205.57,247,5,2723,Exportação,Multimodal,2024-03-29,15,1,0.005794,Peso Chileno,Chile,Real Brasileiro,Brasil,África do Sul,ZAF,6.0,Nova Zelândia,NZL,5.0,122.86507257999999
5442,3,25,40,1,22116.74,1425,6,2724,Transferência entre filiais,Courier Internacional,2024-03-29,18,1,1.328365,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Nigéria,NGA,9.0,29379.103330100002
5443,4,30,11,4,23027.91,603,1,2719,Compra internacional,Marítimo,2024-03-29,6,1,5.393039,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Suíça,CHE,10.0,Bélgica,BEL,2.0,124190.41671849
5444,5,35,22,7,23938.08,1781,2,2720,Venda internacional,Aéreo,2024-03-29,5,1,5.809774,Euro,Zona do Euro,Real Brasileiro,Brasil,Singapura,SGP,4.0,Peru,PER,7.0,139074.83479392002
5445,6,40,33,10,24849.25,959,3,2721,Devolução internacional,Rodoviário,2024-03-29,9,1,0.773848,Yuan Chinês,China,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Dinamarca,DNK,2.0,19229.542414
5446,1,5,4,13,25760.42,137,4,2722,Importação,Ferroviário,2024-03-29,10,6,0.007475,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Alemanha,DEU,2.0,Uruguai,URY,1.0,192.5591395
5447,2,10,15,16,26671.59,1315,5,2723,Exportação,Multimodal,2024-03-29,15,1,0.005794,Peso Chileno,Chile,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,China,CHN,5.0,154.53519246
5448,3,15,26,19,27582.76,493,6,2724,Transferência entre filiais,Courier Internacional,2024-03-29,18,1,1.328365,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,China,CHN,5.0,Arábia Saudita,SAU,8.0,36639.9729874
5449,5,3,32,31,17598.02,1556,1,2725,Venda internacional,Marítimo,2024-03-30,6,1,5.394582,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Suécia,SWE,2.0,94933.96192764
5450,6,8,3,34,18509.19,741,2,2726,Devolução internacional,Aéreo,2024-03-30,5,1,5.803675,Euro,Zona do Euro,Real Brasileiro,Brasil,Espanha,ESP,2.0,Paraguai,PRY,1.0,107421.32327324999
5451,1,13,14,37,19420.36,1926,3,2727,Importação,Rodoviário,2024-03-30,9,1,0.772372,Yuan Chinês,China,Real Brasileiro,Brasil,Canadá,CAN,3.0,México,MEX,3.0,14999.742293919999
5452,2,18,25,40,20331.53,1111,4,2728,Exportação,Ferroviário,2024-03-30,10,6,0.007455,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Índia,IND,6.0,Emirados Árabes Unidos,ARE,8.0,151.57155615
5453,3,23,36,3,21242.7,296,5,2729,Transferência entre filiais,Multimodal,2024-03-30,15,1,0.005785,Peso Chileno,Chile,Real Brasileiro,Brasil,Colômbia,COL,7.0,Tailândia,THA,4.0,122.8890195
5454,4,28,7,6,22153.87,1481,6,2730,Compra internacional,Courier Internacional,2024-03-30,18,1,1.330101,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Austrália,AUS,5.0,Itália,ITA,2.0,29466.884640869997
5455,5,33,18,9,23064.04,666,1,2725,Venda internacional,Marítimo,2024-03-30,6,1,5.394582,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Dinamarca,DNK,2.0,Índia,IND,6.0,124420.85503127999
5456,6,38,29,12,23975.21,1851,2,2726,Devolução internacional,Aéreo,2024-03-30,5,1,5.803675,Euro,Zona do Euro,Real Brasileiro,Brasil,Indonésia,IDN,4.0,Nova Zelândia,NZL,5.0,139144.32689675
5457,1,3,40,15,24886.38,1036,3,2727,Importação,Rodoviário,2024-03-30,9,1,0.772372,Yuan Chinês,China,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Nigéria,NGA,9.0,19221.54309336
5458,2,8,11,18,25797.55,221,4,2728,Exportação,Ferroviário,2024-03-30,10,6,0.007455,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Espanha,ESP,2.0,Bélgica,BEL,2.0,192.32073524999998
5459,3,13,22,21,26708.72,1406,5,2729,Transferência entre filiais,Multimodal,2024-03-30,15,1,0.005785,Peso Chileno,Chile,Real Brasileiro,Brasil,Canadá,CAN,3.0,Peru,PER,7.0,154.5099452
5460,4,18,33,24,27619.89,591,6,2730,Compra internacional,Courier Internacional,2024-03-30,18,1,1.330101,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Índia,IND,6.0,Dinamarca,DNK,2.0,36737.24330889
5461,6,6,39,36,17635.15,1577,1,2731,Devolução internacional,Marítimo,2024-03-31,6,1,5.395517,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,França,FRA,2.0,Malásia,MYS,4.0,95150.75162255
5462,1,11,10,39,18546.32,769,2,2732,Importação,Aéreo,2024-03-31,5,1,5.797027,Euro,Zona do Euro,Real Brasileiro,Brasil,Bélgica,BEL,2.0,Países Baixos,NLD,2.0,107513.51779063999
5463,2,16,21,2,19457.49,1961,3,2733,Exportação,Rodoviário,2024-03-31,9,1,0.770877,Yuan Chinês,China,Real Brasileiro,Brasil,Japão,JPN,5.0,Chile,CHL,7.0,14999.331518730001
5464,3,21,32,5,20368.66,1153,4,2734,Transferência entre filiais,Ferroviário,2024-03-31,10,6,0.007435,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Chile,CHL,7.0,Suécia,SWE,2.0,151.4409871
5465,4,26,3,8,21279.83,345,5,2735,Compra internacional,Multimodal,2024-03-31,15,1,0.005776,Peso Chileno,Chile,Real Brasileiro,Brasil,Arábia Saudita,SAU,8.0,Paraguai,PRY,1.0,122.91229808000001
5466,5,31,14,11,22190.0,1537,6,2736,Venda internacional,Courier Internacional,2024-03-31,18,1,1.33211,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Noruega,NOR,10.0,México,MEX,3.0,29559.5209
5467,6,36,25,14,23101.17,729,1,2731,Devolução internacional,Marítimo,2024-03-31,6,1,5.395517,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Tailândia,THA,4.0,Emirados Árabes Unidos,ARE,8.0,124642.75545489
5468,1,1,36,17,24012.34,1921,2,2732,Importação,Aéreo,2024-03-31,5,1,5.797027,Euro,Zona do Euro,Real Brasileiro,Brasil,Brasil,BRA,1.0,Tailândia,THA,4.0,139200.18331318
5469,2,6,7,20,24923.51,1113,3,2733,Exportação,Rodoviário,2024-03-31,9,1,0.770877,Yuan Chinês,China,Real Brasileiro,Brasil,França,FRA,2.0,Itália,ITA,2.0,19212.96061827
5470,3,11,18,23,25834.68,305,4,2734,Transferência entre filiais,Ferroviário,2024-03-31,10,6,0.007435,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Bélgica,BEL,2.0,Índia,IND,6.0,192.0808458
5471,4,16,29,26,26745.85,1497,5,2735,Compra internacional,Multimodal,2024-03-31,15,1,0.005776,Peso Chileno,Chile,Real Brasileiro,Brasil,Japão,JPN,5.0,Nova Zelândia,NZL,5.0,154.48402959999999
5472,5,21,40,29,27656.02,689,6,2736,Venda internacional,Courier Internacional,2024-03-31,18,1,1.33211,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Chile,CHL,7.0,Nigéria,NGA,9.0,36840.8608022
5473,1,9,6,1,17672.28,1598,1,2737,Importação,Marítimo,2024-04-01,6,1,5.395843,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Portugal,PRT,2.0,França,FRA,2.0,95356.84833204
5474,2,14,17,4,18583.45,797,2,2738,Exportação,Aéreo,2024-04-01,5,1,5.789854,Euro,Zona do Euro,Real Brasileiro,Brasil,México,MEX,3.0,Coreia do Sul,KOR,5.0,107595.4623163
5475,3,19,28,7,19494.62,1996,3,2739,Transferência entre filiais,Rodoviário,2024-04-01,9,1,0.769367,Yuan Chinês,China,Real Brasileiro,Brasil,Rússia,RUS,6.0,Austrália,AUS,5.0,14998.51730554
5476,4,24,39,10,20405.79,1195,4,2740,Compra internacional,Ferroviário,2024-04-01,10,6,0.007415,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Bolívia,BOL,7.0,Malásia,MYS,4.0,151.30893285
5477,5,29,10,13,21316.96,394,5,2741,Venda internacional,Multimodal,2024-04-01,15,1,0.00577,Peso Chileno,Chile,Real Brasileiro,Brasil,Nova Zelândia,NZL,5.0,Países Baixos,NLD,2.0,122.9988592
5478,6,34,21,16,22227.13,1593,6,2742,Devolução internacional,Courier Internacional,2024-04-01,18,1,1.334385,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Turquia,TUR,,Chile,CHL,7.0,29659.54886505
5479,1,39,32,19,23138.3,792,1,2737,Importação,Marítimo,2024-04-01,6,1,5.395843,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Malásia,MYS,4.0,Suécia,SWE,2.0,124850.6340869
5480,2,4,3,22,24049.47,1991,2,2738,Exportação,Aéreo,2024-04-01,5,1,5.789854,Euro,Zona do Euro,Real Brasileiro,Brasil,Uruguai,URY,1.0,Paraguai,PRY,1.0,139242.92007738
5481,3,9,14,25,24960.64,1190,3,2739,Transferência entre filiais,Rodoviário,2024-04-01,9,1,0.769367,Yuan Chinês,China,Real Brasileiro,Brasil,Portugal,PRT,2.0,México,MEX,3.0,19203.89271488
5482,4,14,25,28,25871.81,389,4,2740,Compra internacional,Ferroviário,2024-04-01,10,6,0.007415,Iene Japonês,Japão,Dólar Americano,Estados Unidos,México,MEX,3.0,Emirados Árabes Unidos,ARE,8.0,191.83947115
5483,5,19,36,31,26782.98,1588,5,2741,Venda internacional,Multimodal,2024-04-01,15,1,0.00577,Peso Chileno,Chile,Real Brasileiro,Brasil,Rússia,RUS,6.0,Tailândia,THA,4.0,154.53779459999998
5484,6,24,7,34,27693.15,787,6,2742,Devolução internacional,Courier Internacional,2024-04-01,18,1,1.334385,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Itália,ITA,2.0,36953.32396275
5485,2,12,13,6,17709.41,1619,1,2743,Exportação,Marítimo,2024-04-02,6,1,5.395564,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Canadá,CAN,3.0,95552.25505724
5486,3,17,24,9,18620.58,825,2,2744,Transferência entre filiais,Aéreo,2024-04-02,5,1,5.782186,Euro,Zona do Euro,Real Brasileiro,Brasil,Coreia do Sul,KOR,5.0,Bolívia,BOL,7.0,107667.65698788002
5487,4,22,35,12,19531.75,31,3,2745,Compra internacional,Rodoviário,2024-04-02,9,1,0.767849,Yuan Chinês,China,Real Brasileiro,Brasil,Peru,PER,7.0,Singapura,SGP,4.0,14997.43470575
5488,5,27,6,15,20442.92,1237,4,2746,Venda internacional,Ferroviário,2024-04-02,10,6,0.007397,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Egito,EGY,8.0,França,FRA,2.0,151.21627923999998
5489,6,32,17,18,21353.09,443,5,2747,Devolução internacional,Multimodal,2024-04-02,15,1,0.005764,Peso Chileno,Chile,Real Brasileiro,Brasil,Suécia,SWE,2.0,Coreia do Sul,KOR,5.0,123.07921076
5490,1,37,28,21,22264.26,1649,6,2748,Importação,Courier Internacional,2024-04-02,18,1,1.33692,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Austrália,AUS,5.0,29765.5344792
5491,2,2,39,24,23175.43,855,1,2743,Exportação,Marítimo,2024-04-02,6,1,5.395564,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Argentina,ARG,1.0,Malásia,MYS,4.0,125044.51579252
5492,3,7,10,27,24086.6,61,2,2744,Transferência entre filiais,Aéreo,2024-04-02,5,1,5.782186,Euro,Zona do Euro,Real Brasileiro,Brasil,Itália,ITA,2.0,Países Baixos,NLD,2.0,139273.2013076
5493,4,12,21,30,24997.77,1267,3,2745,Compra internacional,Rodoviário,2024-04-02,9,1,0.767849,Yuan Chinês,China,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Chile,CHL,7.0,19194.512696730002
5494,5,17,32,33,25908.94,473,4,2746,Venda internacional,Ferroviário,2024-04-02,10,6,0.007397,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Coreia do Sul,KOR,5.0,Suécia,SWE,2.0,191.64842918
5495,6,22,3,36,26819.11,1679,5,2747,Devolução internacional,Multimodal,2024-04-02,15,1,0.005764,Peso Chileno,Chile,Real Brasileiro,Brasil,Peru,PER,7.0,Paraguai,PRY,1.0,154.58535004
5496,1,27,14,39,27730.28,885,6,2748,Importação,Courier Internacional,2024-04-02,18,1,1.33692,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Egito,EGY,8.0,México,MEX,3.0,37073.1659376
5497,3,15,20,11,17746.54,1640,1,2749,Transferência entre filiais,Marítimo,2024-04-03,6,1,5.394683,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,China,CHN,5.0,África do Sul,ZAF,6.0,95736.95764682
5498,4,20,31,14,18657.71,853,2,2750,Compra internacional,Aéreo,2024-04-03,5,1,5.774053,Euro,Zona do Euro,Real Brasileiro,Brasil,África do Sul,ZAF,6.0,Noruega,NOR,10.0,107730.60639863
5499,5,25,2,17,19568.88,66,3,2751,Venda internacional,Rodoviário,2024-04-03,9,1,0.766328,Yuan Chinês,China,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Argentina,ARG,1.0,14996.180672640001
5500,6,30,13,20,20479.05,1279,4,2752,Devolução internacional,Ferroviário,2024-04-03,10,6,0.007379,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Suíça,CHE,10.0,Canadá,CAN,3.0,151.11490995
5501,1,35,24,23,21390.22,492,5,2753,Importação,Multimodal,2024-04-03,15,1,0.005759,Peso Chileno,Chile,Real Brasileiro,Brasil,Singapura,SGP,4.0,Bolívia,BOL,7.0,123.18627698000002
5502,2,40,35,26,22301.39,1705,6,2754,Exportação,Courier Internacional,2024-04-03,18,1,1.339705,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Singapura,SGP,4.0,29877.283689949996
5503,3,5,6,29,23212.56,918,1,2749,Transferência entre filiais,Marítimo,2024-04-03,6,1,5.394683,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Alemanha,DEU,2.0,França,FRA,2.0,125224.40281848
5504,4,10,17,32,24123.73,131,2,2750,Compra internacional,Aéreo,2024-04-03,5,1,5.774053,Euro,Zona do Euro,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,Coreia do Sul,KOR,5.0,139291.69557769
5505,5,15,28,35,25034.9,1344,3,2751,Venda internacional,Rodoviário,2024-04-03,9,1,0.766328,Yuan Chinês,China,Real Brasileiro,Brasil,China,CHN,5.0,Austrália,AUS,5.0,19184.9448472
5506,6,20,39,38,25945.07,557,4,2752,Devolução internacional,Ferroviário,2024-04-03,10,6,0.007379,Iene Japonês,Japão,Dólar Americano,Estados Unidos,África do Sul,ZAF,6.0,Malásia,MYS,4.0,191.44867153
5507,1,25,10,1,26856.24,1770,5,2753,Importação,Multimodal,2024-04-03,15,1,0.005759,Peso Chileno,Chile,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Países Baixos,NLD,2.0,154.66508616000002
5508,2,30,21,4,27767.41,983,6,2754,Exportação,Courier Internacional,2024-04-03,18,1,1.339705,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Suíça,CHE,10.0,Chile,CHL,7.0,37200.13801405
5509,4,18,27,16,17783.67,1661,1,2755,Compra internacional,Marítimo,2024-04-04,6,1,5.393208,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Índia,IND,6.0,Egito,EGY,8.0,95911.03131335998
5510,5,23,38,19,18694.84,881,2,2756,Venda internacional,Aéreo,2024-04-04,5,1,5.765486,Euro,Zona do Euro,Real Brasileiro,Brasil,Colômbia,COL,7.0,Indonésia,IDN,4.0,107784.83829224
5511,6,28,9,22,19605.01,101,3,2757,Devolução internacional,Rodoviário,2024-04-04,9,1,0.764808,Yuan Chinês,China,Real Brasileiro,Brasil,Austrália,AUS,5.0,Portugal,PRT,2.0,14994.06848808
5512,1,33,20,25,20516.18,1321,4,2758,Importação,Ferroviário,2024-04-04,10,6,0.007362,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Dinamarca,DNK,2.0,África do Sul,ZAF,6.0,151.04011716
5513,2,38,31,28,21427.35,541,5,2759,Exportação,Multimodal,2024-04-04,15,1,0.005756,Peso Chileno,Chile,Real Brasileiro,Brasil,Indonésia,IDN,4.0,Noruega,NOR,10.0,123.33582659999999
5514,3,3,2,31,22338.52,1761,6,2760,Transferência entre filiais,Courier Internacional,2024-04-04,18,1,1.342732,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Argentina,ARG,1.0,29994.64563664
5515,4,8,13,34,23249.69,981,1,2755,Compra internacional,Marítimo,2024-04-04,6,1,5.393208,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Espanha,ESP,2.0,Canadá,CAN,3.0,125390.41410551999
5516,5,13,24,37,24160.86,201,2,2756,Venda internacional,Aéreo,2024-04-04,5,1,5.765486,Euro,Zona do Euro,Real Brasileiro,Brasil,Canadá,CAN,3.0,Bolívia,BOL,7.0,139299.10007796
5517,6,18,35,40,25071.03,1421,3,2757,Devolução internacional,Rodoviário,2024-04-04,9,1,0.764808,Yuan Chinês,China,Real Brasileiro,Brasil,Índia,IND,6.0,Singapura,SGP,4.0,19174.52431224
5518,1,23,6,3,25982.2,641,4,2758,Importação,Ferroviário,2024-04-04,10,6,0.007362,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Colômbia,COL,7.0,França,FRA,2.0,191.2809564
5519,2,28,17,6,26893.37,1861,5,2759,Exportação,Multimodal,2024-04-04,15,1,0.005756,Peso Chileno,Chile,Real Brasileiro,Brasil,Austrália,AUS,5.0,Coreia do Sul,KOR,5.0,154.79823772
5520,3,33,28,9,27804.54,1081,6,2760,Transferência entre filiais,Courier Internacional,2024-04-04,18,1,1.342732,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Dinamarca,DNK,2.0,Austrália,AUS,5.0,37334.04560328
5521,5,21,34,21,17820.8,1682,1,2761,Venda internacional,Marítimo,2024-04-05,6,1,5.391148,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Chile,CHL,7.0,Turquia,TUR,,96074.5702784
5522,6,26,5,24,18731.97,909,2,2762,Devolução internacional,Aéreo,2024-04-05,5,1,5.756517,Euro,Zona do Euro,Real Brasileiro,Brasil,Arábia Saudita,SAU,8.0,Alemanha,DEU,2.0,107830.90374849
5523,1,31,16,27,19642.14,136,3,2763,Importação,Rodoviário,2024-04-05,9,1,0.763294,Yuan Chinês,China,Real Brasileiro,Brasil,Noruega,NOR,10.0,Japão,JPN,5.0,14992.72760916
5524,2,36,27,30,20553.31,1363,4,2764,Exportação,Ferroviário,2024-04-05,10,6,0.007345,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Tailândia,THA,4.0,Egito,EGY,8.0,150.96406195
5525,3,1,38,33,21464.48,590,5,2765,Transferência entre filiais,Multimodal,2024-04-05,15,1,0.005754,Peso Chileno,Chile,Real Brasileiro,Brasil,Brasil,BRA,1.0,Indonésia,IDN,4.0,123.50661791999998
5526,4,6,9,36,22375.65,1817,6,2766,Compra internacional,Courier Internacional,2024-04-05,18,1,1.345992,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,França,FRA,2.0,Portugal,PRT,2.0,30117.445894800003
5527,5,11,20,39,23286.82,1044,1,2761,Venda internacional,Marítimo,2024-04-05,6,1,5.391148,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Bélgica,BEL,2.0,África do Sul,ZAF,6.0,125542.69306936
5528,6,16,31,2,24197.99,271,2,2762,Devolução internacional,Aéreo,2024-04-05,5,1,5.756517,Euro,Zona do Euro,Real Brasileiro,Brasil,Japão,JPN,5.0,Noruega,NOR,10.0,139296.14080083
5529,1,21,2,5,25108.16,1498,3,2763,Importação,Rodoviário,2024-04-05,9,1,0.763294,Yuan Chinês,China,Real Brasileiro,Brasil,Chile,CHL,7.0,Argentina,ARG,1.0,19164.90787904
5530,2,26,13,8,26019.33,725,4,2764,Exportação,Ferroviário,2024-04-05,10,6,0.007345,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Arábia Saudita,SAU,8.0,Canadá,CAN,3.0,191.11197885
5531,3,31,24,11,26930.5,1952,5,2765,Transferência entre filiais,Multimodal,2024-04-05,15,1,0.005754,Peso Chileno,Chile,Real Brasileiro,Brasil,Noruega,NOR,10.0,Bolívia,BOL,7.0,154.95809699999998
